48|17
38|73
38|78
72|63
72|95
72|54
39|56
39|64
39|42
39|57
22|27
22|44
22|64
22|72
22|21
84|14
84|12
84|99
84|81
84|38
84|61
63|64
63|89
63|96
63|73
63|24
63|54
63|71
74|17
74|84
74|42
74|45
74|39
74|54
74|97
74|51
95|14
95|34
95|43
95|17
95|51
95|54
95|94
95|24
95|74
13|61
13|56
13|57
13|38
13|75
13|28
13|21
13|63
13|95
13|64
12|93
12|74
12|34
12|29
12|78
12|19
12|28
12|73
12|75
12|27
12|38
24|39
24|13
24|97
24|99
24|84
24|27
24|61
24|68
24|51
24|22
24|57
24|82
64|96
64|38
64|93
64|43
64|19
64|73
64|54
64|24
64|77
64|48
64|89
64|34
64|71
28|51
28|39
28|27
28|19
28|17
28|93
28|74
28|84
28|45
28|83
28|54
28|69
28|24
28|22
82|19
82|43
82|72
82|12
82|96
82|38
82|28
82|73
82|77
82|74
82|17
82|75
82|14
82|85
82|48
96|19
96|94
96|45
96|69
96|84
96|22
96|27
96|13
96|97
96|24
96|56
96|98
96|17
96|33
96|57
96|71
89|29
89|75
89|19
89|77
89|17
89|93
89|38
89|94
89|24
89|96
89|95
89|71
89|22
89|14
89|28
89|34
89|51
81|63
81|82
81|71
81|73
81|77
81|21
81|95
81|75
81|14
81|74
81|96
81|43
81|38
81|19
81|34
81|48
81|89
81|29
85|19
85|14
85|24
85|48
85|96
85|34
85|73
85|77
85|89
85|28
85|95
85|38
85|22
85|71
85|74
85|12
85|93
85|98
85|54
99|75
99|12
99|17
99|73
99|29
99|21
99|43
99|34
99|71
99|14
99|72
99|85
99|48
99|38
99|77
99|82
99|89
99|28
99|95
99|74
14|24
14|71
14|17
14|38
14|34
14|28
14|94
14|77
14|51
14|48
14|54
14|73
14|75
14|98
14|78
14|93
14|43
14|96
14|27
14|22
14|74
42|82
42|61
42|72
42|95
42|48
42|99
42|68
42|56
42|28
42|57
42|89
42|77
42|21
42|63
42|12
42|43
42|29
42|38
42|34
42|64
42|14
42|85
19|45
19|99
19|98
19|13
19|42
19|54
19|39
19|83
19|27
19|97
19|56
19|24
19|44
19|22
19|61
19|33
19|94
19|51
19|69
19|84
19|93
19|57
19|78
93|57
93|22
93|44
93|98
93|33
93|42
93|39
93|94
93|56
93|99
93|82
93|84
93|45
93|61
93|24
93|69
93|78
93|27
93|81
93|83
93|97
93|68
93|13
93|51
94|22
94|81
94|99
94|57
94|42
94|83
94|68
94|27
94|78
94|39
94|13
94|63
94|51
94|45
94|56
94|44
94|33
94|72
94|61
94|69
94|97
94|21
94|82
94|84
97|82
97|61
97|83
97|57
97|56
97|14
97|64
97|38
97|85
97|13
97|95
97|99
97|42
97|12
97|68
97|72
97|63
97|89
97|21
97|44
97|84
97|69
97|81
97|45
61|14
61|82
61|12
61|63
61|89
61|75
61|74
61|77
61|29
61|68
61|96
61|48
61|34
61|72
61|95
61|85
61|64
61|81
61|21
61|73
61|43
61|99
61|38
61|28
27|56
27|64
27|97
27|69
27|99
27|33
27|45
27|81
27|21
27|72
27|95
27|89
27|61
27|44
27|85
27|82
27|68
27|83
27|57
27|63
27|39
27|84
27|42
27|13
57|34
57|77
57|48
57|74
57|28
57|89
57|12
57|21
57|63
57|82
57|61
57|99
57|85
57|95
57|68
57|72
57|38
57|14
57|29
57|73
57|64
57|75
57|81
57|43
78|56
78|69
78|97
78|33
78|72
78|39
78|99
78|45
78|21
78|13
78|64
78|84
78|61
78|42
78|82
78|81
78|83
78|44
78|63
78|85
78|68
78|27
78|89
78|57
43|45
43|33
43|24
43|74
43|78
43|93
43|22
43|17
43|51
43|34
43|39
43|96
43|27
43|54
43|94
43|73
43|69
43|44
43|19
43|71
43|77
43|97
43|98
43|28
29|43
29|94
29|51
29|71
29|24
29|98
29|44
29|54
29|96
29|45
29|77
29|93
29|74
29|17
29|97
29|73
29|27
29|19
29|33
29|78
29|34
29|28
29|39
29|22
56|72
56|99
56|38
56|14
56|77
56|34
56|85
56|82
56|21
56|64
56|81
56|89
56|75
56|57
56|61
56|12
56|29
56|43
56|95
56|73
56|48
56|28
56|63
56|68
69|57
69|64
69|83
69|82
69|72
69|29
69|63
69|61
69|56
69|48
69|95
69|99
69|89
69|75
69|85
69|68
69|42
69|21
69|84
69|13
69|14
69|12
69|81
69|38
75|94
75|96
75|27
75|98
75|17
75|73
75|77
75|39
75|74
75|71
75|33
75|22
75|28
75|34
75|19
75|29
75|97
75|93
75|44
75|51
75|43
75|24
75|54
75|78
45|85
45|89
45|42
45|48
45|99
45|69
45|75
45|61
45|95
45|14
45|57
45|68
45|81
45|82
45|38
45|13
45|83
45|56
45|72
45|63
45|12
45|64
45|21
45|84
98|21
98|68
98|22
98|61
98|56
98|57
98|94
98|69
98|84
98|44
98|27
98|51
98|45
98|97
98|24
98|82
98|78
98|13
98|81
98|39
98|99
98|42
98|83
98|33
71|84
71|39
71|45
71|69
71|68
71|97
71|57
71|56
71|44
71|93
71|94
71|83
71|61
71|98
71|33
71|54
71|78
71|13
71|22
71|27
71|24
71|42
71|19
71|51
68|21
68|14
68|64
68|43
68|75
68|99
68|89
68|96
68|77
68|85
68|38
68|34
68|29
68|12
68|28
68|48
68|63
68|73
68|95
68|82
68|17
68|74
68|72
68|81
73|97
73|69
73|45
73|22
73|33
73|71
73|39
73|13
73|17
73|19
73|96
73|94
73|54
73|98
73|84
73|44
73|83
73|74
73|27
73|78
73|42
73|93
73|24
73|51
83|75
83|42
83|48
83|43
83|84
83|13
83|12
83|82
83|68
83|63
83|21
83|38
83|29
83|95
83|85
83|56
83|61
83|99
83|64
83|81
83|89
83|14
83|72
83|57
54|33
54|24
54|69
54|93
54|13
54|84
54|99
54|68
54|42
54|97
54|83
54|22
54|98
54|45
54|51
54|81
54|78
54|61
54|27
54|94
54|56
54|39
54|57
54|44
33|44
33|81
33|82
33|89
33|42
33|72
33|12
33|84
33|61
33|63
33|69
33|45
33|64
33|97
33|57
33|99
33|85
33|83
33|39
33|21
33|13
33|68
33|95
33|56
77|39
77|27
77|73
77|54
77|96
77|24
77|34
77|98
77|97
77|44
77|78
77|69
77|93
77|51
77|33
77|94
77|83
77|28
77|71
77|19
77|22
77|45
77|74
77|17
51|57
51|69
51|33
51|27
51|97
51|56
51|85
51|78
51|45
51|42
51|61
51|44
51|81
51|39
51|72
51|13
51|64
51|21
51|99
51|83
51|82
51|68
51|84
51|63
17|45
17|39
17|19
17|69
17|61
17|78
17|98
17|56
17|94
17|51
17|93
17|24
17|33
17|42
17|44
17|22
17|84
17|27
17|13
17|54
17|71
17|83
17|57
17|97
34|96
34|71
34|84
34|39
34|51
34|97
34|13
34|17
34|45
34|83
34|27
34|78
34|24
34|33
34|74
34|19
34|93
34|69
34|44
34|98
34|22
34|54
34|73
34|94
44|63
44|42
44|83
44|64
44|81
44|85
44|57
44|95
44|89
44|48
44|61
44|84
44|13
44|21
44|56
44|12
44|38
44|69
44|72
44|68
44|14
44|82
44|45
44|99
21|71
21|75
21|63
21|19
21|34
21|74
21|73
21|89
21|54
21|96
21|93
21|77
21|95
21|29
21|14
21|72
21|64
21|12
21|48
21|38
21|17
21|43
21|85
21|28
48|97
48|39
48|73
48|54
48|28
48|33
48|74
48|94
48|51
48|43
48|29
48|93
48|27
48|98
48|78
48|34
48|71
48|22
48|77
48|24
48|75
48|96
48|19
38|77
38|93
38|94
38|48
38|29
38|19
38|33
38|54
38|17
38|28
38|75
38|39
38|71
38|27
38|22
38|96
38|98
38|51
38|43
38|74
38|24
38|34
72|29
72|38
72|14
72|19
72|71
72|43
72|89
72|28
72|64
72|77
72|34
72|85
